Reaction_Type,Metal,Support,Promoter,Preparation_Method,Metal_Loading_wt%,Temperature_C,Pressure_bar,GHSV_h-1,H2_CO_Ratio,Activity,Selectivity,Stability,TOF_s-1,Activation_Energy_kJ_mol
biomass-to-hmf,W,CNT,Cs2O,Electrodeposition,15.07,103.1,27.8,18955.0,3.29,0.5705,0.5971,0.633,15.27,112.4
ammonia-synthesis,Ni,SiO2,La2O3,Sol-gel,3.02,621.4,46.2,31152.0,0.69,0.4526,0.5005,0.6695,39.31,67.7
dehydrogenation,Cr,SiO2,SrO,Co-precipitation,1.14,887.9,18.4,34866.0,0.87,0.3741,0.2493,0.5966,13.75,126.0
co2-reduction,Cr,Graphene,K2O,Impregnation,24.69,827.3,88.3,23240.0,2.58,0.412,0.431,0.5773,38.79,97.2
dry-reforming,In,CeO2,CaO,Hydrothermal,11.85,614.9,49.9,30755.0,3.2,0.5996,0.6115,0.6469,13.08,141.7
syngas-to-ethanol,Ni,Graphene,La2O3,Sol-gel,9.05,473.6,43.5,41949.0,2.68,0.5885,0.5162,0.9194,1.08,165.9
ammonia-synthesis,Pt,MgO,La2O3,Co-precipitation,21.41,271.3,37.1,44637.0,1.72,0.4889,0.4709,0.856,0.79,123.4
dry-reforming,Mn,MOF-5,Na2O,Flame-spray,4.41,564.0,17.9,46815.0,1.64,0.624,0.6606,0.6036,0.72,117.5
dehydrogenation,Pt,CNT,Cs2O,Co-precipitation,18.89,498.8,91.9,38289.0,2.0,0.7852,0.6323,0.8668,29.09,97.8
hydrogenation,Fe,TiO2,CaO,Ion-exchange,19.36,383.1,43.4,16275.0,2.24,0.7198,0.6672,0.8716,16.96,83.7
dry-reforming,V,C,None,Deposition-precipitation,3.38,425.5,37.2,41751.0,1.89,0.5921,0.6813,0.7891,6.14,146.1
water-gas-shift,Rh,CNT,Na2O,Co-precipitation,2.94,568.7,1.5,31196.0,3.56,0.4555,0.4605,0.6036,0.15,91.9
ammonia-synthesis,Ni,Al2O3,La2O3,Flame-spray,6.93,865.9,50.5,18498.0,3.47,0.4702,0.5013,0.6661,11.05,147.8
biomass-to-hmf,Mn,MgO,None,Flame-spray,5.9,663.3,82.1,9993.0,1.8,0.5901,0.6721,0.8184,25.64,45.3
co2-reduction,Mo,TiO2,None,Sol-gel,1.18,591.6,18.9,9564.0,1.15,0.4987,0.5126,0.5624,3.16,63.6
ethanol-to-jet,Fe,ZrO2,Cs2O,Ion-exchange,17.65,405.8,98.7,42253.0,3.64,0.68,0.6502,0.605,33.47,78.6
methanol-synthesis,Pt,BEA,Li2O,Ion-exchange,14.96,477.0,10.1,33848.0,0.96,0.5806,0.715,0.8528,28.62,79.3
dry-reforming,W,ZrO2,BaO,ALD,8.17,818.1,99.0,12125.0,2.25,0.5605,0.5833,0.6334,47.27,115.6
dehydrogenation,Ce,CNT,K2O,Flame-spray,14.96,278.3,35.5,38328.0,2.77,0.436,0.4665,0.6967,12.74,51.5
hydrogenation,V,MCM-41,Na2O,Co-precipitation,3.68,105.6,69.6,4221.0,0.81,0.6338,0.6324,0.7555,7.18,143.1
ammonia-synthesis,Ag,Graphene,K2O,Co-precipitation,2.45,814.9,42.9,11288.0,3.48,0.4528,0.4983,0.6002,11.3,121.5
methanol-synthesis,Cu,TiO2,None,Ion-exchange,16.98,701.1,60.9,20086.0,3.47,0.2932,0.2935,0.4613,5.06,97.8
biomass-to-hmf,Cu,HZSM-5,Na2O,Sputtering,12.52,721.2,21.6,45643.0,3.97,0.2858,0.2836,0.7107,8.45,140.3
co2-reduction,Co,HZSM-5,Cs2O,Sol-gel,0.91,507.1,30.1,5400.0,2.3,0.5187,0.5224,0.7679,24.13,168.9
water-gas-shift,Au,Al2O3,SrO,Impregnation,20.91,537.8,18.2,17119.0,2.97,0.598,0.5235,0.7835,7.42,80.2
methanol-synthesis,Ce,HZSM-5,SrO,Hydrothermal,11.72,767.9,76.2,49088.0,3.94,0.4361,0.4907,0.4558,0.58,154.3
dehydrogenation,Mn,MCM-41,None,Flame-spray,2.77,636.3,59.1,6525.0,3.16,0.4198,0.4522,0.5723,19.09,55.8
hydrogenation,Rh,Graphene,Rb2O,Hydrothermal,9.81,580.8,97.8,39457.0,2.56,0.88,0.8298,0.8825,10.32,175.4
ammonia-synthesis,Mo,SBA-15,None,Flame-spray,14.78,777.2,88.7,21377.0,3.44,0.4757,0.4471,0.4928,19.82,86.2
dehydrogenation,Rh,ZrO2,None,Flame-spray,22.22,780.7,64.9,25369.0,0.94,0.3475,0.251,0.5681,11.52,136.7
dry-reforming,Co,MCM-41,La2O3,Impregnation,23.11,710.2,26.6,49642.0,2.98,0.359,0.2873,0.6238,3.33,46.5
ammonia-synthesis,Ru,SBA-15,Cs2O,Sputtering,6.9,255.7,35.3,32104.0,1.98,0.9035,0.8647,0.5264,1.83,83.8
hydrogenation,Rh,ZrO2,K2O,Hydrothermal,18.44,688.4,89.2,26908.0,3.55,0.9272,0.8823,0.4517,7.85,107.4
methanol-synthesis,In,SBA-15,BaO,Hydrothermal,20.01,588.1,87.9,46875.0,1.23,0.5297,0.472,0.5919,6.87,65.3
biomass-to-hmf,Co,MCM-41,Li2O,Impregnation,16.89,802.6,76.4,8083.0,2.26,0.3709,0.3795,0.3041,7.28,92.4
syngas-to-ethanol,Cr,C,SrO,Impregnation,21.12,679.7,20.0,47428.0,1.1,0.5509,0.4057,0.3604,24.42,106.1
co2-reduction,Fe,MOF-5,None,Ion-exchange,7.41,335.0,81.6,12722.0,1.61,0.6359,0.5763,0.7648,46.8,107.2
hydrogenation,In,MgO,Cs2O,Sputtering,9.15,189.1,76.1,40260.0,3.9,0.533,0.6199,0.8115,52.68,81.1
dehydrogenation,Ti,HZSM-5,None,Sol-gel,13.02,231.3,28.2,5777.0,0.65,0.4752,0.4571,0.7353,4.74,150.1
syngas-to-ethanol,In,SiO2,Li2O,Electrodeposition,17.06,267.7,4.5,49361.0,3.68,0.5899,0.6424,0.6663,11.17,140.8
ammonia-synthesis,Ti,CeO2,Na2O,Co-precipitation,12.7,278.4,92.3,26507.0,1.31,0.6799,0.6848,0.86,5.01,144.0
ethanol-to-jet,Co,MCM-41,Na2O,Sol-gel,15.52,841.9,49.2,21504.0,1.79,0.4319,0.2942,0.6302,1.25,56.4
methanol-synthesis,Mn,C,None,Impregnation,10.72,134.8,14.6,6183.0,0.96,0.525,0.499,0.6521,8.27,156.0
water-gas-shift,Zn,Al2O3,Na2O,Hydrothermal,10.03,762.5,13.7,38061.0,1.36,0.4132,0.4796,0.5532,43.21,36.6
methanol-synthesis,In,SiO2,Cs2O,Ion-exchange,23.14,401.6,92.0,48962.0,3.59,0.6655,0.7071,0.7004,11.7,34.1
co2-reduction,Ti,SAPO-34,Rb2O,Ion-exchange,12.96,568.4,59.8,18443.0,2.84,0.4359,0.4081,0.75,6.57,71.7
dehydrogenation,Mo,CeO2,Na2O,Ion-exchange,11.92,217.4,90.0,3698.0,2.21,0.4674,0.5243,0.7109,10.67,76.0
co2-reduction,In,C,Na2O,Flame-spray,6.16,305.7,1.2,13881.0,1.84,0.9625,0.8243,0.6122,54.31,72.5
biomass-to-hmf,Pt,MgO,Na2O,Electrodeposition,8.08,154.6,29.9,16592.0,1.61,0.4447,0.4015,0.7609,15.09,106.7
hydrogenation,W,MCM-41,CaO,Ion-exchange,9.78,791.7,88.6,30908.0,3.63,0.3649,0.3384,0.6995,16.87,177.2
ammonia-synthesis,W,Al2O3,La2O3,Co-precipitation,6.32,576.8,23.2,22406.0,2.63,0.5993,0.6083,0.9017,1.36,81.0
hydrogenation,Ag,ZrO2,BaO,Electrodeposition,12.38,816.4,14.1,39083.0,2.04,0.5381,0.4692,0.4979,36.04,84.3
co2-reduction,Fe,Al2O3,K2O,Sol-gel,24.89,876.6,98.8,1074.0,1.21,0.3498,0.3715,0.7817,1.29,61.6
methanol-synthesis,Fe,Al2O3,Li2O,Sol-gel,4.92,879.7,85.7,45774.0,0.65,0.3362,0.3266,0.5617,10.45,40.3
ammonia-synthesis,Sn,SiO2,Li2O,Impregnation,23.6,141.6,43.5,8899.0,2.59,0.4126,0.4973,0.8301,1.47,113.6
hydrogenation,V,C,BaO,Hydrothermal,23.92,227.4,99.2,27018.0,3.71,0.6311,0.5727,0.751,0.86,126.0
dry-reforming,Sn,MCM-41,Rb2O,Sol-gel,24.25,855.3,16.8,5293.0,2.61,0.3707,0.4254,0.7561,3.51,145.6
dry-reforming,In,SBA-15,None,ALD,13.32,712.2,56.8,34765.0,2.31,0.4545,0.5116,0.5782,13.16,44.0
methanol-synthesis,In,Graphene,SrO,Sputtering,7.12,549.1,50.2,44552.0,2.46,0.6258,0.6093,0.99,34.59,147.0
ethanol-to-jet,Zn,Al2O3,BaO,Hydrothermal,16.62,570.6,65.9,49119.0,1.69,0.4615,0.5108,0.7808,7.5,59.3
biomass-to-hmf,Ti,MCM-41,Li2O,Co-precipitation,19.33,455.8,62.9,14249.0,3.4,0.6625,0.7281,0.8592,13.55,131.2
syngas-to-ethanol,Fe,Al2O3,La2O3,Ion-exchange,19.49,762.4,97.1,41982.0,0.61,0.4152,0.324,0.4211,6.55,126.8
ammonia-synthesis,Ag,SAPO-34,CaO,Hydrothermal,5.93,334.7,23.5,33225.0,2.79,0.6579,0.7857,0.7273,5.93,144.7
co2-reduction,Pt,Al2O3,Li2O,ALD,6.36,558.3,3.8,24811.0,3.63,0.5959,0.5626,0.6982,6.07,165.7
dry-reforming,V,ZrO2,Rb2O,Sputtering,11.08,580.1,8.7,8178.0,3.48,0.5101,0.5691,0.6629,11.19,105.5
co2-reduction,V,Graphene,La2O3,Ion-exchange,7.63,598.8,18.5,2829.0,1.84,0.5561,0.5951,0.5172,4.18,152.2
dry-reforming,Pd,CNT,Rb2O,Hydrothermal,2.59,847.2,57.0,25157.0,2.52,0.4008,0.335,0.6134,34.96,90.9
ethanol-to-jet,In,MOF-5,Rb2O,Impregnation,1.79,320.8,97.4,37820.0,2.13,0.6078,0.6164,0.3479,32.5,47.6
co2-reduction,Ag,SAPO-34,CaO,Sol-gel,8.82,477.1,10.1,49163.0,0.57,0.99,0.9113,0.8143,14.65,91.7
hydrogenation,Sn,C,Cs2O,Hydrothermal,14.85,845.0,48.0,32502.0,2.42,0.472,0.5193,0.6039,12.72,97.7
methanol-synthesis,W,Al2O3,Na2O,ALD,2.33,410.7,86.2,46368.0,0.88,0.6853,0.6748,0.763,15.52,41.7
co2-reduction,Ru,MgO,BaO,Electrodeposition,24.32,364.2,12.2,7828.0,2.82,0.6087,0.7046,0.8219,21.82,141.6
syngas-to-ethanol,Co,HZSM-5,La2O3,Flame-spray,4.25,452.5,36.9,19796.0,2.09,0.532,0.5407,0.7005,0.55,138.4
co2-reduction,Sn,CeO2,La2O3,Sputtering,4.41,325.1,89.1,20272.0,3.84,0.6056,0.6892,0.8092,2.93,130.9
ammonia-synthesis,Mn,SiO2,K2O,Flame-spray,15.25,337.5,36.0,30163.0,3.45,0.6774,0.6116,0.73,4.74,80.7
dry-reforming,Pt,CeO2,BaO,Electrodeposition,4.4,882.0,44.3,23143.0,1.84,0.3912,0.3704,0.6176,7.76,55.1
ammonia-synthesis,Mn,SAPO-34,Li2O,Ion-exchange,16.28,570.4,28.5,18427.0,3.13,0.5552,0.6577,0.7514,38.06,143.4
biomass-to-hmf,Fe,SBA-15,None,Deposition-precipitation,15.14,441.4,97.0,8219.0,1.51,0.6175,0.6548,0.5842,19.1,37.9
biomass-to-hmf,Ag,C,K2O,Sputtering,21.13,867.9,92.8,2960.0,2.76,0.3801,0.356,0.5558,9.06,142.6
hydrogenation,Ce,C,BaO,Co-precipitation,3.16,137.1,35.4,42448.0,1.32,0.607,0.7155,0.5226,43.26,120.4
co2-reduction,Co,SAPO-34,Na2O,Ion-exchange,20.39,304.1,10.2,2123.0,3.09,0.6386,0.5422,0.7931,6.21,125.9
dehydrogenation,Cu,SBA-15,Rb2O,Flame-spray,21.02,121.4,80.7,12807.0,2.35,0.5114,0.5456,0.8422,12.84,163.9
hydrogenation,Ag,MgO,Cs2O,Deposition-precipitation,6.94,549.5,37.9,31034.0,2.51,0.699,0.7448,0.6051,2.94,136.7
biomass-to-hmf,Pd,TiO2,Cs2O,Sol-gel,15.99,618.4,6.7,38664.0,1.56,0.5526,0.5082,0.6693,23.46,55.1
ammonia-synthesis,Au,MgO,Rb2O,Ion-exchange,14.84,495.8,67.5,17062.0,3.32,0.7132,0.8452,0.8027,5.65,98.0
water-gas-shift,V,MOF-5,La2O3,Deposition-precipitation,6.2,707.5,11.6,26967.0,2.4,0.3983,0.3492,0.6639,7.31,95.9
dehydrogenation,Rh,TiO2,K2O,Co-precipitation,21.23,816.2,90.4,34287.0,3.5,0.463,0.4992,0.6436,4.7,91.9
methanol-synthesis,Ti,ZrO2,SrO,Sol-gel,11.87,236.9,44.5,6170.0,3.57,0.5853,0.6278,0.7514,38.18,139.2
dehydrogenation,Sn,CNT,SrO,Flame-spray,5.17,159.0,76.9,42516.0,1.73,0.6306,0.5965,0.5866,10.4,60.6
co2-reduction,Cu,ZrO2,BaO,Flame-spray,2.37,647.2,3.0,15137.0,3.32,0.8948,0.9277,0.6922,7.79,174.8
dehydrogenation,V,CeO2,SrO,Ion-exchange,2.24,145.9,43.3,17077.0,3.84,0.5272,0.4772,0.7188,30.34,147.1
syngas-to-ethanol,Pd,SBA-15,Rb2O,Sputtering,7.02,156.7,10.0,4803.0,1.16,0.5305,0.4211,0.7474,32.39,67.3
ammonia-synthesis,Ni,ZrO2,Li2O,Co-precipitation,13.46,429.7,46.4,3797.0,2.13,0.6384,0.7746,0.8162,10.84,65.1
syngas-to-ethanol,In,MgO,SrO,Sol-gel,11.46,587.7,49.5,21275.0,0.67,0.5195,0.4423,0.6353,7.86,175.4
dehydrogenation,Mo,C,Cs2O,Impregnation,0.54,651.2,6.4,26168.0,0.96,0.5962,0.678,0.554,9.78,133.4
water-gas-shift,Mn,SBA-15,K2O,ALD,0.71,175.0,53.1,17598.0,1.35,0.5536,0.4919,0.5563,24.17,31.0
ethanol-to-jet,Ni,SAPO-34,None,Sol-gel,18.88,205.9,12.6,35410.0,2.46,0.6004,0.5867,0.5247,17.35,176.8
dehydrogenation,Cu,TiO2,K2O,Impregnation,3.49,873.2,8.6,45809.0,2.41,0.4664,0.368,0.417,21.83,86.8
syngas-to-ethanol,Rh,SBA-15,SrO,Co-precipitation,0.63,405.6,46.9,31184.0,3.65,0.628,0.6769,0.8445,13.94,35.9
methanol-synthesis,Pt,ZrO2,Cs2O,Co-precipitation,2.5,742.6,77.9,21852.0,3.43,0.4416,0.4055,0.7527,2.71,141.6
dry-reforming,In,ZrO2,CaO,Ion-exchange,19.44,829.7,91.8,46908.0,2.27,0.3615,0.3506,0.4836,2.06,94.9
co2-reduction,In,SAPO-34,Li2O,Impregnation,21.76,224.7,33.3,42836.0,3.25,0.8436,0.8991,0.7768,90.41,77.4
ethanol-to-jet,Fe,SBA-15,Cs2O,Sol-gel,22.58,166.9,52.3,48256.0,1.0,0.6413,0.5836,0.8656,22.44,149.9
hydrogenation,Cu,TiO2,Li2O,Deposition-precipitation,15.63,876.7,1.2,44127.0,1.53,0.3007,0.351,0.4293,6.45,127.6
co2-reduction,Zn,SiO2,BaO,Deposition-precipitation,4.9,192.3,46.8,16697.0,2.26,0.6872,0.7088,0.7073,13.8,48.7
syngas-to-ethanol,Pd,HZSM-5,La2O3,Impregnation,10.32,652.2,61.9,32241.0,0.55,0.5624,0.5312,0.4541,4.59,108.6
ammonia-synthesis,Zn,CNT,Li2O,Ion-exchange,8.03,807.5,18.6,37532.0,2.44,0.2874,0.3421,0.3993,6.24,59.3
ethanol-to-jet,Cu,MOF-5,Cs2O,Sputtering,11.09,125.0,58.3,19948.0,1.87,0.5058,0.5497,0.8142,1.8,155.5
co2-reduction,Ti,MgO,None,Sol-gel,23.71,667.2,85.1,47328.0,1.59,0.4058,0.4169,0.5888,0.2,40.5
ethanol-to-jet,Rh,Graphene,Li2O,Co-precipitation,24.61,338.2,99.8,17055.0,1.4,0.6649,0.6817,0.6881,40.61,78.1
hydrogenation,Rh,SBA-15,Cs2O,Flame-spray,8.93,469.5,94.7,13011.0,3.35,0.9288,0.9394,0.8191,60.09,46.7
syngas-to-ethanol,Rh,CeO2,Li2O,ALD,18.79,269.5,84.4,26535.0,3.47,0.5079,0.5405,0.99,14.12,51.9
co2-reduction,Mo,Graphene,CaO,Flame-spray,24.04,305.6,73.6,31947.0,0.95,0.595,0.6374,0.6325,9.43,145.3
biomass-to-hmf,Zn,SBA-15,Cs2O,Deposition-precipitation,15.89,618.1,19.7,36747.0,3.02,0.6739,0.5901,0.5547,9.14,45.0
biomass-to-hmf,Ag,MgO,CaO,Deposition-precipitation,19.04,814.0,56.8,18596.0,3.7,0.3996,0.3785,0.616,1.45,113.0
syngas-to-ethanol,Pd,SiO2,Cs2O,Deposition-precipitation,18.22,274.7,39.4,26220.0,1.07,0.5566,0.5787,0.7154,33.93,144.2
dehydrogenation,Zn,CNT,Na2O,Electrodeposition,16.94,342.6,90.3,8289.0,0.52,0.5459,0.583,0.5644,22.13,63.2
dehydrogenation,W,HZSM-5,K2O,Hydrothermal,6.2,608.4,64.2,4588.0,2.64,0.6396,0.659,0.4268,11.55,130.8
ammonia-synthesis,Ni,SAPO-34,Cs2O,Co-precipitation,3.32,163.2,75.1,26888.0,2.73,0.511,0.5829,0.754,23.94,61.8
dry-reforming,Ag,ZrO2,Cs2O,Sol-gel,13.95,190.5,55.0,43890.0,3.72,0.6566,0.6003,0.8326,48.65,116.5
methanol-synthesis,Mn,SiO2,SrO,Electrodeposition,22.07,391.4,37.5,22519.0,3.1,0.5701,0.612,0.666,14.87,144.0
methanol-synthesis,Sn,SAPO-34,None,Sputtering,14.14,174.0,4.0,29334.0,1.43,0.4971,0.4775,0.7096,2.23,35.3
ammonia-synthesis,V,SiO2,La2O3,Impregnation,17.09,368.7,57.0,8156.0,2.75,0.6396,0.74,0.8643,18.57,113.0
hydrogenation,Fe,MgO,BaO,Sol-gel,21.85,747.9,42.3,12090.0,2.74,0.4715,0.392,0.65,13.66,67.0
ethanol-to-jet,Mo,TiO2,BaO,Sputtering,12.82,782.6,86.3,49633.0,1.47,0.4518,0.377,0.6847,8.65,176.5
co2-reduction,Zn,SBA-15,Cs2O,Sol-gel,15.0,124.6,38.3,49747.0,1.4,0.6468,0.646,0.627,15.75,46.8
syngas-to-ethanol,Cr,SBA-15,BaO,ALD,21.87,150.6,50.2,35725.0,0.97,0.5644,0.5521,0.4646,3.43,119.3
dry-reforming,Pt,CNT,None,Deposition-precipitation,13.54,625.3,26.7,28325.0,2.54,0.5647,0.6043,0.6128,1.87,80.4
hydrogenation,Ti,C,La2O3,Ion-exchange,8.68,585.7,91.3,28237.0,2.56,0.6281,0.539,0.8987,5.76,168.9
biomass-to-hmf,Au,TiO2,Cs2O,Impregnation,18.34,850.2,16.0,2045.0,0.89,0.4047,0.4113,0.5813,3.7,121.7
methanol-synthesis,In,Graphene,Li2O,Electrodeposition,13.41,740.2,37.8,28728.0,3.43,0.4206,0.3627,0.4505,0.12,82.0
dehydrogenation,W,MgO,CaO,Sol-gel,24.42,444.9,18.5,39463.0,1.33,0.6436,0.6052,0.5764,10.31,66.2
ethanol-to-jet,Cu,SBA-15,La2O3,Deposition-precipitation,18.59,853.9,59.9,43172.0,1.14,0.3061,0.3723,0.632,1.62,90.0
syngas-to-ethanol,Mo,CNT,Li2O,Hydrothermal,3.09,753.7,16.7,18745.0,3.02,0.4117,0.4312,0.5469,0.23,34.8
syngas-to-ethanol,In,SBA-15,K2O,Co-precipitation,11.4,197.5,24.5,11106.0,2.45,0.6043,0.6297,0.7322,13.27,163.7
dehydrogenation,Fe,SAPO-34,Na2O,Co-precipitation,8.82,563.3,31.8,28107.0,3.6,0.5887,0.5838,0.8282,2.79,98.6
methanol-synthesis,Ag,TiO2,SrO,Hydrothermal,9.04,657.0,51.8,29639.0,3.7,0.6477,0.7251,0.5532,14.15,147.5
biomass-to-hmf,W,MOF-5,La2O3,Deposition-precipitation,11.11,677.3,48.9,30935.0,3.25,0.6443,0.6102,0.4937,18.48,146.8
methanol-synthesis,Zn,SAPO-34,La2O3,Impregnation,16.28,593.1,93.4,21614.0,2.37,0.5551,0.5765,0.7878,19.28,101.3
biomass-to-hmf,Pd,MCM-41,Li2O,Electrodeposition,8.6,351.6,40.3,22547.0,0.98,0.6966,0.7718,0.5715,2.03,95.9
dry-reforming,Cu,CNT,CaO,Flame-spray,15.59,183.1,93.4,7293.0,3.06,0.5315,0.4686,0.9359,1.32,158.3
water-gas-shift,Cr,TiO2,SrO,Ion-exchange,7.64,436.3,82.3,12592.0,0.85,0.7181,0.8312,0.5966,21.01,43.1
water-gas-shift,W,TiO2,Cs2O,Impregnation,4.67,698.8,13.4,26377.0,1.88,0.5791,0.6584,0.5586,7.17,147.7
syngas-to-ethanol,Zn,SiO2,La2O3,Hydrothermal,17.28,691.8,55.4,43481.0,1.01,0.5794,0.607,0.55,22.53,94.1
dry-reforming,Mn,SAPO-34,BaO,Impregnation,20.99,687.7,24.8,31386.0,3.84,0.5166,0.3864,0.6293,1.25,130.5
hydrogenation,Pt,MCM-41,Na2O,Ion-exchange,8.04,795.8,3.9,23746.0,1.52,0.6589,0.5931,0.6493,2.19,131.3
ammonia-synthesis,V,C,Cs2O,Co-precipitation,16.38,334.8,42.6,42200.0,3.39,0.6206,0.6168,0.6781,32.5,45.0
syngas-to-ethanol,In,MgO,BaO,Hydrothermal,19.07,808.5,22.9,39478.0,3.61,0.4846,0.481,0.6302,43.69,59.5
dry-reforming,Mo,SBA-15,Na2O,Electrodeposition,17.34,750.9,41.0,3733.0,4.0,0.3607,0.3216,0.9859,1.87,165.9
dry-reforming,Ni,C,CaO,Flame-spray,10.96,849.1,58.0,34015.0,0.57,0.5114,0.6488,0.5844,10.17,136.8
water-gas-shift,Co,HZSM-5,CaO,ALD,15.6,398.0,86.1,37027.0,0.98,0.6225,0.6186,0.7517,3.64,68.2
biomass-to-hmf,In,MCM-41,Cs2O,Co-precipitation,4.93,317.6,67.8,42054.0,1.18,0.6774,0.6239,0.8305,5.94,72.5
syngas-to-ethanol,Au,ZrO2,CaO,Impregnation,0.67,805.5,55.7,34634.0,0.53,0.4101,0.4203,0.6931,5.15,45.9
syngas-to-ethanol,Cr,MOF-5,Rb2O,Co-precipitation,15.01,668.7,58.6,32406.0,2.17,0.5252,0.5192,0.5904,5.26,105.9
dehydrogenation,Ag,BEA,K2O,Sputtering,13.59,800.2,13.7,21252.0,0.51,0.4516,0.5194,0.5371,3.64,173.3
ammonia-synthesis,Sn,C,CaO,Impregnation,3.01,125.6,52.5,35927.0,2.89,0.4868,0.3902,0.4639,8.53,48.8
water-gas-shift,Pd,Al2O3,SrO,Co-precipitation,8.68,648.9,61.9,9235.0,0.88,0.5018,0.5652,0.7057,20.09,155.1
water-gas-shift,Au,Graphene,K2O,Electrodeposition,23.73,260.7,21.4,42442.0,3.19,0.5434,0.534,0.8253,61.72,73.4
syngas-to-ethanol,In,SiO2,Na2O,Sol-gel,17.97,734.5,49.4,47559.0,3.3,0.3988,0.494,0.7803,14.0,81.7
dehydrogenation,Ag,C,CaO,Deposition-precipitation,2.03,789.1,87.9,16704.0,3.14,0.3529,0.325,0.5127,1.28,146.1
methanol-synthesis,Mn,SiO2,SrO,Co-precipitation,11.67,475.0,77.0,13340.0,2.93,0.7431,0.6814,0.5333,62.4,110.3
syngas-to-ethanol,Pt,SAPO-34,BaO,Deposition-precipitation,1.08,261.3,40.8,35967.0,1.59,0.5577,0.6488,0.8096,7.22,156.8
hydrogenation,Mo,TiO2,Li2O,Ion-exchange,16.32,336.6,70.3,15924.0,1.39,0.6216,0.5254,0.6106,16.87,107.3
ammonia-synthesis,Ru,ZrO2,Rb2O,Sol-gel,3.09,201.7,33.7,16973.0,2.4,0.6685,0.667,0.7559,3.54,100.7
ethanol-to-jet,Sn,HZSM-5,BaO,Co-precipitation,8.84,266.4,76.7,19583.0,0.69,0.55,0.6166,0.9502,12.12,92.4
water-gas-shift,Ce,ZrO2,CaO,Hydrothermal,13.87,731.4,30.0,44345.0,0.77,0.4991,0.4147,0.6746,2.68,54.8
syngas-to-ethanol,Cr,CNT,BaO,Ion-exchange,21.67,169.8,43.0,39050.0,3.39,0.6125,0.5626,0.7213,3.65,139.6
dehydrogenation,Mo,MgO,CaO,Deposition-precipitation,10.83,225.6,71.6,3089.0,1.97,0.551,0.5327,0.6276,0.89,37.4
syngas-to-ethanol,Ce,SiO2,BaO,Flame-spray,11.29,644.1,46.0,16258.0,0.83,0.6817,0.7622,0.7246,6.85,164.4
hydrogenation,Rh,SiO2,SrO,Electrodeposition,22.6,699.5,76.4,26469.0,3.95,0.7625,0.6222,0.3588,15.13,31.8
biomass-to-hmf,Cu,ZrO2,BaO,Deposition-precipitation,18.56,508.9,48.3,34525.0,3.72,0.5071,0.5332,0.8831,4.42,133.1
co2-reduction,Cu,SiO2,K2O,Impregnation,11.21,415.7,90.2,35414.0,0.84,0.99,0.99,0.9442,5.88,169.8
ammonia-synthesis,Cr,Graphene,Rb2O,Electrodeposition,18.05,614.0,47.2,27906.0,3.96,0.5893,0.5934,0.7543,37.83,105.1
ammonia-synthesis,Ce,SBA-15,Na2O,Electrodeposition,17.66,481.7,10.8,43816.0,0.8,0.6512,0.7054,0.7154,13.07,120.2
biomass-to-hmf,Zn,SAPO-34,SrO,Impregnation,23.31,571.1,90.9,9669.0,1.29,0.491,0.5663,0.658,0.05,150.5
methanol-synthesis,Ni,BEA,BaO,Sol-gel,19.17,636.5,96.3,20232.0,3.5,0.4499,0.4599,0.64,20.12,129.0
dehydrogenation,Ti,BEA,Cs2O,Sol-gel,0.93,283.2,94.3,47027.0,1.66,0.5596,0.5987,0.5773,0.2,179.4
dry-reforming,Pd,Al2O3,K2O,Co-precipitation,7.18,234.7,73.7,49887.0,1.81,0.6183,0.5726,0.958,1.53,151.0
syngas-to-ethanol,Au,CeO2,SrO,Ion-exchange,15.2,481.1,6.3,35888.0,2.71,0.6341,0.5737,0.7803,57.04,159.4
methanol-synthesis,Ni,BEA,Cs2O,Sputtering,4.53,674.8,48.3,15750.0,1.61,0.5662,0.5965,0.5769,32.72,93.6
ammonia-synthesis,Mn,SAPO-34,La2O3,Sputtering,11.49,492.7,16.1,47542.0,3.79,0.7027,0.6857,0.594,23.42,75.0
dry-reforming,Mn,Graphene,K2O,Ion-exchange,18.17,889.7,12.9,37311.0,3.77,0.3971,0.4051,0.5266,6.59,124.0
biomass-to-hmf,W,CNT,SrO,Sputtering,17.97,390.1,98.0,4253.0,3.55,0.6557,0.6924,0.7421,24.71,34.8
dry-reforming,Ti,MOF-5,None,Ion-exchange,1.67,723.0,86.9,14704.0,3.92,0.2916,0.2603,0.3501,18.44,62.2
biomass-to-hmf,Fe,MOF-5,BaO,Electrodeposition,18.21,274.2,21.3,41045.0,1.02,0.6212,0.5379,0.8254,6.91,162.7
ammonia-synthesis,In,Graphene,Rb2O,Sputtering,22.52,796.9,40.0,42407.0,3.16,0.3193,0.3111,0.7652,2.97,100.4
biomass-to-hmf,Pd,MCM-41,SrO,Sol-gel,2.91,752.5,50.0,25291.0,1.44,0.4021,0.43,0.4351,0.72,42.1
dry-reforming,Co,MOF-5,Li2O,Deposition-precipitation,24.62,685.6,49.5,28804.0,1.33,0.5504,0.5808,0.37,32.34,71.1
ethanol-to-jet,Rh,ZrO2,CaO,Co-precipitation,15.75,435.8,64.7,32024.0,0.82,0.6179,0.6346,0.7151,20.16,55.8
methanol-synthesis,Rh,TiO2,Li2O,Impregnation,24.73,353.1,69.3,45185.0,2.02,0.6407,0.6049,0.8454,20.4,54.4
